chatId,n_turns,duration_minutes,total_words,avg_prompt_len,question_ratio,avg_unique_ratio,label_switch_count,unique_help_types,dominant_help_type,dominant_sentiment
75a0b273-75ba-4027-a8e3-2b2b53f91199,3,8.28,569,189.66666666666666,0.3333333333333333,0.6096886902034829,2,3,verification,NEUTRAL
90708077-8f09-46b5-8305-3e867df35095,1,0.0,69,69.0,1.0,0.7536231884057971,0,1,contextual_questions,NEUTRAL
a64f2e4e-2344-4952-8e05-8b3126cc7c49,6,24.82,400,66.66666666666667,1.0,0.8360087524211969,3,2,conceptual_questions,NEUTRAL
1b216462-f4aa-4256-97ca-8f18a763e04c,2,1.03,75,37.5,0.0,0.8129445234708392,0,1,provide_context,NEUTRAL
10942254-640a-4560-a7b7-4217a8b23d87,1,0.0,6,6.0,0.0,1.0,0,1,conceptual_questions,NEUTRAL
059b5434-0bfe-49ad-b837-98dec81332be,3,23.88,67,22.333333333333332,0.3333333333333333,0.8398692810457516,2,2,writing_request,NEUTRAL
8a1630e8-b378-4773-825f-50be26c6934a,5,8.57,815,163.0,0.8,0.6774311528406616,1,2,writing_request,NEUTRAL
1665e075-133e-4a4d-9515-bf321cda8307,2,1.67,22,11.0,0.0,1.0,0,1,conceptual_questions,NEUTRAL
543b5616-56ed-44b0-be25-d8791bd9364a,1,0.0,10,10.0,0.0,0.9,0,1,conceptual_questions,NEUTRAL
9c1ccfad-9856-42ce-8c49-afd3400158e9,6,11580.04,172,28.666666666666668,0.5,0.9480459355459355,5,4,provide_context,NEUTRAL
49709f01-36d0-4667-8bae-18709cc8634e,6,22.46,90,15.0,0.0,0.9573220896750309,4,4,conceptual_questions,NEUTRAL
224e7706-4247-4903-aadf-249e482364ca,2,38.45,32,16.0,1.0,0.9166666666666667,1,2,writing_request,NEUTRAL
f3d827c5-4d97-4ec8-bab8-13d118a273e6,3,1.49,698,232.66666666666666,0.3333333333333333,0.7854014598540147,0,1,writing_request,NEUTRAL
81682348-08b7-4ded-9862-4c7b28b20ea0,2,4.46,17,8.5,0.0,1.0,0,1,conceptual_questions,NEUTRAL
8662039f-f68f-4646-942d-43f817ad18fb,11,43.19,70,6.363636363636363,0.0,1.0,4,3,conceptual_questions,NEUTRAL
e2f6610d-3a96-42e5-9aa7-cf849f9336f4,4,44.49,304,76.0,0.0,0.7948370927318296,3,4,misc,NEUTRAL
501f4612-2aae-49e5-9f3f-bc4dfac7774c,31,1562.02,1547,49.903225806451616,0.03225806451612903,0.7836715953742244,18,4,writing_request,NEUTRAL
7b344811-7367-4ca8-a290-ec559950addb,2,1.2,226,113.0,0.0,0.717120229168422,0,1,writing_request,NEUTRAL
4e9343b9-e9f9-4ded-adc5-56328c1a209c,7,191.07,191,27.285714285714285,0.0,0.9319493314567208,1,2,writing_request,NEUTRAL
91c852a5-c89a-4060-8a93-f1cdfea6c4fd,5,1453.24,34,6.8,0.0,0.9833333333333332,2,2,conceptual_questions,NEUTRAL
d9187439-195e-4227-9e3d-5bd1dff80232,1,0.0,155,155.0,0.0,0.9806451612903225,0,1,contextual_questions,NEUTRAL
abb57930-97dc-40d7-81ae-7a2c3831c60a,13,178.15,1143,87.92307692307692,0.8461538461538461,0.8275318345942212,4,2,conceptual_questions,NEUTRAL
d3c9ea49-3573-4604-912a-3745def5a5b8,1,0.0,14,14.0,0.0,1.0,0,1,contextual_questions,NEUTRAL
c8f57386-55ca-4cd5-beb0-212c1b971823,1,0.0,395,395.0,0.0,0.5240506329113924,0,1,writing_request,NEUTRAL
a978ae98-8e59-4128-a485-6b219c065cb8,2,0.63,64,32.0,0.0,0.9787234042553192,0,1,writing_request,NEUTRAL
0fae0eb9-08ac-4c50-ae00-1197e3197abc,2,0.29,92,46.0,0.5,0.8928571428571428,1,2,contextual_questions,NEUTRAL
e35e9829-06b0-47c1-82c5-dd214988cc24,1,0.0,12,12.0,1.0,0.9166666666666666,0,1,contextual_questions,NEUTRAL
35236755-be91-4fc7-8f0a-895f965e6c2e,43,2634.25,667,15.511627906976743,0.06976744186046512,0.9605107923097266,21,6,conceptual_questions,NEUTRAL
d47be5ed-24aa-4afc-87db-d88369dc2eac,7,4415.86,195,27.857142857142858,0.42857142857142855,0.8849232049203614,5,4,verification,NEUTRAL
8e381d06-ee8a-45e9-ab08-a95302effdc3,3,41.27,112,37.333333333333336,0.0,0.8640059127864005,1,2,conceptual_questions,NEUTRAL
dd772ef7-0b94-4805-9cd7-d49f7e0a50d5,3,1.62,28,9.333333333333334,0.6666666666666666,0.9722222222222222,0,1,conceptual_questions,NEUTRAL
e84e4d13-6397-4eb2-a912-8955e84477dc,1,0.0,1,1.0,0.0,1.0,0,1,off_topic,POSITIVE
c7225e4e-5957-4826-944f-20f78062dc5b,1,0.0,157,157.0,1.0,0.6242038216560509,0,1,conceptual_questions,NEUTRAL
6426ad26-7ae1-4863-9a8e-e484e059f4b7,6,45.54,385,64.16666666666667,0.16666666666666666,0.8136853226138939,2,3,conceptual_questions,NEUTRAL
85ffa4f6-9cbb-4633-bf2f-cfbe5a6ab152,7,8.48,55,7.857142857142857,0.14285714285714285,0.9857142857142858,0,1,conceptual_questions,NEUTRAL
b9bcb9d8-8670-46a9-8201-737574437e28,2,1.06,30,15.0,0.5,0.9666666666666667,1,2,contextual_questions,NEUTRAL
23203cce-0a25-4951-8fd1-9168f51cf207,4,9.42,74,18.5,0.0,0.9464285714285714,2,3,conceptual_questions,NEUTRAL
dc23ab41-954b-4a1c-8222-1756c9f87118,7,285.27,198,28.285714285714285,0.0,0.9061272061272062,3,4,writing_request,NEUTRAL
0002a060-8fd4-40ae-b17e-0e1a713d31d4,1,0.0,20,20.0,1.0,0.9,0,1,writing_request,NEUTRAL
306133a8-60f6-46d6-a939-2bce7cb14101,12,50.18,117,9.75,0.08333333333333333,0.9610484544695073,5,4,conceptual_questions,NEUTRAL
ff64f499-4cf7-485e-91ac-01ec870dd10a,1,0.0,7,7.0,0.0,1.0,0,1,conceptual_questions,NEUTRAL
e57f066e-a94e-428c-a45f-3f9daf459d5e,1,0.0,56,56.0,0.0,0.6071428571428571,0,1,provide_context,NEUTRAL
7a024bc8-94b6-47be-963d-c3c0a624db66,11,230.6,1213,110.27272727272727,0.45454545454545453,0.8612222607903988,5,2,conceptual_questions,NEUTRAL
7ceb57ea-8652-41f9-9b02-550408da2ff0,3,3.72,11,3.6666666666666665,0.0,1.0,0,1,conceptual_questions,NEUTRAL
e62cc5b3-1845-4005-ae45-b0088eb94340,1,0.0,30,30.0,0.0,0.8333333333333334,0,1,writing_request,NEUTRAL
c8b35734-4ed6-44d9-b3f7-34dd919376a3,33,10437.33,886,26.848484848484848,0.6363636363636364,0.916728579608205,21,7,conceptual_questions,NEUTRAL
decdf3c8-70fb-456a-9570-cfddf2f4bc16,1,0.0,393,393.0,0.0,0.361323155216285,0,1,writing_request,NEUTRAL
79e526b1-7343-40a3-90f6-fb1f5dd82086,1,0.0,107,107.0,0.0,0.7383177570093458,0,1,provide_context,NEUTRAL
7d2ebd53-f85e-404e-86b7-a26f3740bd4e,1,0.0,109,109.0,0.0,0.7889908256880734,0,1,writing_request,NEUTRAL
23f9e1a8-6b4f-44d1-b205-f307bbe19575,2,9.53,1744,872.0,1.0,0.28077110815159423,1,2,provide_context,NEUTRAL
76597982-1741-4d96-a2f3-5b9a14f734ed,5,22.43,115,23.0,0.0,0.8902554961378492,1,2,conceptual_questions,NEUTRAL
f7d7e2d3-7f98-415c-9d80-1b53a97a178f,3,5.92,153,51.0,0.0,0.843559977888336,0,1,writing_request,NEUTRAL
218a1d11-2b2b-41a9-8e6c-322906d635a6,19,66.93,1179,62.05263157894737,0.05263157894736842,0.7449491991642209,9,5,provide_context,NEUTRAL
53f185c9-2e9e-4d4a-bfb8-f426d2386440,1,0.0,254,254.0,1.0,0.6456692913385826,0,1,writing_request,NEUTRAL
068eaf0a-7015-41c0-ba89-7e5bf2e10134,10,37.31,549,54.9,1.0,0.7632687415162559,1,2,writing_request,NEUTRAL
614f206b-f137-4d38-8167-6241f0ddda7d,1,0.0,1,1.0,0.0,1.0,0,1,off_topic,NEUTRAL
3288ec0f-5ec2-4633-846f-25a4b5d3d84e,4,19.51,2049,512.25,0.0,0.6784591059343292,2,3,writing_request,NEUTRAL
01dc0729-ddee-4a58-9133-b8322ae63c21,3,9.02,134,44.666666666666664,0.6666666666666666,0.8110078719834818,2,2,writing_request,NEUTRAL
3711e5c3-9859-41e5-8c72-69a134e6ac42,21,1846.84,1139,54.23809523809524,0.19047619047619047,0.9018726486711579,14,5,conceptual_questions,NEUTRAL
7ef8b0c1-584f-4c58-a95d-12298dbb1c9d,5,8.51,27,5.4,0.0,1.0,0,1,conceptual_questions,NEUTRAL
ebac7f31-e4b3-4da4-9451-7e89e348ad2c,11,123.64,438,39.81818181818182,0.0,0.87508333095694,7,5,conceptual_questions,NEUTRAL
05c8de07-74c1-4627-a038-9ea7a08c937f,30,1768.53,7972,265.73333333333335,0.1,0.7294010259903327,12,4,writing_request,NEUTRAL
5e37f416-8f86-493a-8fb2-cfa39d5904b3,2,1.19,184,92.0,0.0,0.7708333333333333,1,2,verification,NEUTRAL
966d019d-8ed7-4a29-bdf8-ab46894714e2,15,13553.81,451,30.066666666666666,0.0,0.9249825621948383,6,3,conceptual_questions,NEUTRAL
8104dd69-e29b-473d-87be-042919d6e575,8,161.97,174,21.75,0.0,0.7977496159754224,6,5,writing_request,NEUTRAL
68719d58-40a1-4ad0-b928-013c5bd065b8,1,0.0,23,23.0,0.0,0.5217391304347826,0,1,conceptual_questions,NEUTRAL
575821d2-d726-4b7b-973e-01e80275f1f4,7,76.32,2846,406.57142857142856,0.14285714285714285,0.7645089231212028,2,2,provide_context,NEUTRAL
2c782b37-1bfd-4a1c-9f3c-658c541755ea,9,665.74,86,9.555555555555555,0.0,0.9619047619047618,5,3,conceptual_questions,NEUTRAL
73defc9b-5a24-44cf-9252-ed8edac6d4c9,14,864.99,532,38.0,0.21428571428571427,0.8146118847587039,11,5,contextual_questions,NEUTRAL
d1e0afe1-d3bc-4a68-a830-31fb01be6b48,4,2.88,272,68.0,0.0,0.7970896232830137,2,3,provide_context,NEUTRAL
0a0f2345-8e75-460a-8ad7-c00aef06cc35,5,157.57,85,17.0,0.4,0.9115151515151515,1,2,conceptual_questions,NEUTRAL
a98e8174-6d5e-4772-9151-3f4e84383e39,10,154.61,2292,229.2,0.2,0.7689518695790037,7,5,provide_context,NEUTRAL
ede2a57c-b48d-4a26-a746-99d44a551ed4,19,1377.52,5092,268.0,0.10526315789473684,0.6958462817121327,5,4,writing_request,NEUTRAL
bc439d24-1f72-4293-bb01-fdc44763b340,14,103.75,846,60.42857142857143,0.0,0.8047742256867662,9,5,contextual_questions,NEUTRAL
0971aed1-3287-4fe9-b0aa-88684a037d4b,60,8745.14,1628,27.133333333333333,0.13333333333333333,0.9155876781008361,26,5,conceptual_questions,NEUTRAL
338e3851-d374-4055-b5d9-46bbefd25a50,3,4.14,218,72.66666666666667,0.0,0.6735116735116735,1,2,provide_context,NEUTRAL
c241b73c-65ff-4b15-9f9c-3f05550bb826,9,259.28,3106,345.1111111111111,0.1111111111111111,0.6915305261982516,3,3,writing_request,NEUTRAL
0df0c229-b9ff-4ef3-9827-183b832d8409,2,0.64,105,52.5,0.0,0.8125,1,2,conceptual_questions,NEUTRAL
82f640be-6bfa-4e80-9486-0f3d636f1377,38,1065.27,690,18.157894736842106,0.4473684210526316,0.9287406855544242,29,7,writing_request,NEUTRAL
1cc62393-788c-44ee-aad8-844ceb306824,1,0.0,54,54.0,0.0,0.6481481481481481,0,1,provide_context,NEUTRAL
86930bb7-3a64-43f1-8612-85f27a7cffca,23,3938.16,929,40.391304347826086,0.391304347826087,0.795658945543646,19,5,contextual_questions,NEUTRAL
e8689086-fbe7-42de-b686-7182ed2983c3,19,57.1,558,29.36842105263158,0.42105263157894735,0.8768624795384686,13,5,writing_request,NEUTRAL
0ca98e07-6a02-418a-aad1-77165d7f4234,5,7.08,37,7.4,0.0,1.0,1,2,conceptual_questions,NEGATIVE
0c19e9b0-ec8d-4ec7-9b34-ed477ea44f2e,1,0.0,12,12.0,1.0,1.0,0,1,conceptual_questions,NEUTRAL
47ae74d7-6c8a-4fa9-892e-c6007331d52c,1,0.0,9,9.0,0.0,1.0,0,1,conceptual_questions,NEUTRAL
e20dbe24-e7e3-49ae-bbd4-c0c9a4065f8f,1,0.0,172,172.0,0.0,0.686046511627907,0,1,writing_request,NEUTRAL
c4365662-110a-4c5c-a408-ab83d3ac83f2,9,23.4,298,33.111111111111114,0.1111111111111111,0.9627830842012484,2,2,provide_context,NEUTRAL
006b74d1-d88c-43ce-8e22-e27ac270a79d,8,61.48,126,15.75,0.125,0.9367683946488294,5,4,conceptual_questions,NEUTRAL
e37e33c5-13b4-4afa-beaf-3bbeb4ada45e,18,3126.04,2371,131.72222222222223,0.16666666666666666,0.8030765860773665,11,6,provide_context,NEUTRAL
be61fc0b-2bb0-4609-94d3-f9e017ea0da8,3,1.4,18,6.0,0.0,1.0,1,2,conceptual_questions,NEUTRAL
f9bb06f5-47a6-4665-9501-2049274e40b0,6,355.25,377,62.833333333333336,0.6666666666666666,0.8847426309297081,3,2,conceptual_questions,NEUTRAL
4c1b5f00-379e-4b03-8e09-2fba8ad39423,6,70.32,335,55.833333333333336,0.0,0.8273381503002878,5,4,writing_request,NEUTRAL
fd03194f-695d-42d4-a88c-7b46d0f0e263,13,376.04,1630,125.38461538461539,0.6923076923076923,0.7893237394409309,8,3,provide_context,NEUTRAL
a1d5f65e-d933-4e0f-a5a8-96c9c377f0df,2,0.08,61,30.5,0.0,0.9351851851851851,0,1,editing_request,NEUTRAL
d930e352-d0ec-4382-9824-eba79725d352,6,5793.27,139,23.166666666666668,0.16666666666666666,0.8792284522706209,4,4,writing_request,NEUTRAL
40dae580-9970-4b59-8444-72dc7d8c374f,13,2415.71,1452,111.6923076923077,0.07692307692307693,0.7849256800335789,5,4,writing_request,NEUTRAL
b9daf206-c681-48b7-9158-d27dbdfad282,8,607.84,254,31.75,0.0,0.9095299145299145,6,4,provide_context,NEUTRAL
216c32a4-8d0d-4bd9-84c6-9cef07d36790,1,0.0,34,34.0,0.0,0.7647058823529411,0,1,writing_request,NEUTRAL
bb7e0d80-b968-4f8e-a93f-96d4c695a88d,5,8.37,133,26.6,0.0,0.9022175479424467,2,3,conceptual_questions,NEUTRAL
c34811cc-3811-4fa0-80f2-b146a5dae17e,3,10.79,750,250.0,0.0,0.6647594438292113,0,1,writing_request,NEUTRAL
7a0bf42b-6aa2-4607-9155-6b3aaea667d0,2,0.68,204,102.0,0.5,0.8239795918367347,1,2,writing_request,NEUTRAL
4710009a-5ca6-42c3-b928-269b0913a3cf,16,1225.14,657,41.0625,0.0,0.8362412036033127,13,6,contextual_questions,NEUTRAL
6786c814-0070-4371-9a0d-13a12933ac6f,13,78.03,830,63.84615384615385,0.0,0.8003160641762945,9,5,writing_request,NEUTRAL
faf63d11-00fc-4a7f-96c3-ec0d693a76c4,18,3596.62,541,30.055555555555557,0.2222222222222222,0.9166296332963001,8,4,conceptual_questions,NEUTRAL
34f2dcd8-37c4-427b-860f-caf44417e97a,1,0.0,2303,2303.0,1.0,0.4472427268779852,0,1,writing_request,NEUTRAL
d35acc53-67be-4c43-95ed-5a30730c3485,1,0.0,8,8.0,0.0,1.0,0,1,conceptual_questions,NEUTRAL
ce6fc120-94af-46d6-9781-5b3f8290dab1,2,7.31,188,94.0,1.0,0.8184523809523809,0,1,writing_request,NEUTRAL
54b33c39-6ec3-496e-b2c4-9870aa72d89d,1,0.0,61,61.0,0.0,0.7213114754098361,0,1,provide_context,NEUTRAL
55614f82-83c9-437d-b0d9-7eed0e8c5874,11,10160.05,5743,522.0909090909091,0.09090909090909091,0.6565871055346962,7,5,provide_context,NEUTRAL
90aa7510-bf4d-4ddc-b80b-3738e9cd4568,13,1490.76,607,46.69230769230769,0.46153846153846156,0.8611717372332633,6,3,conceptual_questions,NEUTRAL
cbcad01e-f9d3-4b2d-914c-ffed03d7b346,7,671.19,566,80.85714285714286,0.42857142857142855,0.7967597392317731,3,3,writing_request,NEUTRAL
8920269f-447e-4ce4-9be5-bc4519c9f893,1,0.0,115,115.0,0.0,0.6695652173913044,0,1,writing_request,NEUTRAL
246ea5ef-a27f-4c73-a563-ab101c9911e3,1,0.0,7,7.0,1.0,1.0,0,1,contextual_questions,NEUTRAL
3b0a3801-7408-4820-9866-1d59932e89ec,2,0.12,4,2.0,0.0,1.0,1,2,misc,NEGATIVE
fe046851-e051-40c3-86b2-fa119df93b73,32,100.13,2720,85.0,0.03125,0.6842762720602351,18,5,writing_request,NEUTRAL
6fcbb361-4a19-4eea-ba38-ccd4e6decfff,10,59.35,2872,287.2,0.4,0.8441253727430869,6,4,provide_context,NEUTRAL
be60a7fe-6fd0-40da-a2ef-74acb7f6c126,20,1704.42,384,19.2,0.3,0.946307711685284,12,5,writing_request,NEUTRAL
c40f5bb8-6ca8-494f-b7c9-dbc025c43c93,7,427.08,4119,588.4285714285714,0.7142857142857143,0.5473221236244366,5,4,contextual_questions,NEUTRAL
b86f300f-eabb-45d8-b397-bb6e3227ca18,6,83.36,509,84.83333333333333,0.0,0.7795483278971859,2,2,writing_request,NEUTRAL
187e09da-c1ab-4ccd-a373-08fda34c8402,1,0.0,47,47.0,0.0,0.723404255319149,0,1,contextual_questions,NEUTRAL
7a72cecf-fa24-4b4f-a7da-ad50123b065a,20,1357.11,1253,62.65,0.35,0.8079000304485795,14,7,contextual_questions,NEUTRAL
4882c1c0-582a-4f70-94ce-6d029d5040e9,2,1.79,7,3.5,0.0,1.0,1,2,conceptual_questions,NEUTRAL
615934f2-c754-4445-a173-24cbe83a8abe,9,87.26,645,71.66666666666667,0.3333333333333333,0.8752932234646358,3,2,conceptual_questions,NEUTRAL
d77982fa-f340-4c67-a19c-d4bf4ef60f3e,3,187.75,512,170.66666666666666,0.6666666666666666,0.6944957603422939,2,2,writing_request,NEUTRAL
